"","YEAR","SEASON","BOX","ELEVATION","NEST.TYPE","NEST.ID","M.RFID","M.ID","M.TOIC","F.RFID","F.ID","F.TOIC","FIRST.EGG","J.FIRST.EGG","CLUTCH","BROOD","MEANMASS","CV","NOTES"
"481",2021,"20_21","34","L","INITIAL","N_859","0700EDD17A","B_456","10/21/2015","0700EDDAAB","B_1142","06/14/2018","05/12/2021",132,7,7,12.4085714285714,0.036584501469233,""
"482",2021,"20_21","36-2","L","INITIAL","N_863","01103F4F2C","B_1839","02/08/2021","01103FB02B","B_1949","06/29/2021","05/30/2021",150,8,7,10.64,0.0771344994177924,""
"483",2021,"20_21","37-2","L","INITIAL","N_864","011017A471","B_1180","09/05/2018","01103FB600","B_1708","12/09/2020","05/19/2021",139,6,4,12.4725,0.0314115153666466,"banded on D18"
"484",2021,"20_21","39","L","INITIAL","N_865","0110179A55","B_576","11/14/2015","011016A938","B_1492","11/20/2020","05/14/2021",134,7,7,12.1057142857143,0.0176323629252,""
"485",2021,"20_21","39-2","L","INITIAL","N_867","0700ED901C","B_983","08/23/2017","0300019F24","B_800","12/28/2016","05/13/2021",133,7,7,12.1628571428571,0.0578621254752336,""
"486",2021,"20_21","41-1","L","INITIAL","N_870","0700EE023F","B_1135","08/20/2018","030001D66D","B_801","12/28/2016","05/15/2021",135,8,8,12.3075,0.0391520569155591,""
"487",2021,"20_21","41-3","L","INITIAL","N_871","011017367C","B_1338","08/26/2019","0700EDF483","B_1271","06/14/2019","05/14/2021",134,8,8,11.805,0.05397174510468,""
"488",2021,"20_21","42","L","INITIAL","N_872","0700ED8D06","B_924","06/19/2017","0110170FD3","B_1281","06/15/2019","05/09/2021",129,8,7,12.6642857142857,0.0192655774314589,""
"489",2021,"20_21","43-1","L","INITIAL","N_873","011016C4E8","B_1965","06/16/2021","0700EDCB82","B_803","12/28/2016","05/14/2021",134,8,7,12.3271428571429,0.0555900687577884,""
"490",2021,"20_21","43-3","L","INITIAL","N_875","0300038FED","B_1283","06/15/2019","0700EE41FD","B_1154","06/18/2018","05/13/2021",133,7,7,12.23,0.039853484137206,""
"491",2021,"20_21","47","L","INITIAL","N_877","01103FD4F4","B_1938","06/23/2021","01103FA0A7","B_1937","06/22/2021","05/23/2021",143,7,7,10.0928571428571,0.0675216602088182,""
"492",2021,"20_21","47-1","L","INITIAL","N_878","01101742F0","B_1500","06/13/2020","0700ED887F","B_1272","06/14/2019","05/18/2021",138,6,4,13.0975,0.0331948886555883,"banded on D18"
"493",2021,"20_21","50","L","INITIAL","N_880","0110171EE7","B_1491","10/20/2020","0700ED9B18","B_1249","03/24/2019","05/12/2021",132,7,7,12.5128571428571,0.0729177317456372,""
"494",2021,"20_21","55","L","INITIAL","N_881","0300030A60","B_1234","03/15/2019","0700ED9179","B_1507","06/21/2020","05/15/2021",135,6,6,12.2016666666667,0.0650225148201088,""
"495",2021,"20_21","55-5","L","INITIAL","N_882","011016DD62","B_1709","09/20/2020","0700EE305D","B_1005","08/30/2017","05/22/2021",142,7,7,11.5814285714286,0.0323666764919245,""
"496",2021,"20_21","58-2","L","INITIAL","N_883","011017388B","B_1240","03/18/2019","01103F3B3C","B_1706","12/08/2020","05/18/2021",138,6,6,12.2433333333333,0.0796034059507737,""
"497",2021,"20_21","58-3","L","INITIAL","N_884","0700EDA044","B_812","01/16/2017","0700EDB021","B_941","06/23/2017","05/16/2021",136,7,7,12.3185714285714,0.0562935246365711,""
"498",2021,"20_21","61","L","INITIAL","N_886","01101714A5","B_1233","03/15/2019","0700EDC93F","B_1324","08/23/2019","05/20/2021",140,7,6,11.7316666666667,0.0642874858409755,""
"499",2021,"20_21","61-1","L","INITIAL","N_887","01103F6DC6","B_1785","01/05/2021","011016CA00","B_1885","02/21/2021","05/17/2021",137,8,8,11.3025,0.0557142948890697,"banded on D18"
"500",2021,"20_21","64B","L","INITIAL","N_888","0700EDE975","B_1074","01/20/2017","0700EDD8BF","B_1295","06/21/2019","05/18/2021",138,7,5,12.152,0.0378779941327798,""
"501",2021,"20_21","64B-1","L","INITIAL","N_889","","",NA,"0700EE0FDE","B_942","06/23/2017","05/11/2021",131,7,4,10.7875,0.0225723107473774,""
"502",2021,"20_21","67-4","L","INITIAL","N_890","3B00181410","B_1007","08/30/2017","01103F91E2","B_1923","06/13/2021","05/12/2021",132,8,7,12.1714285714286,0.0638495854618659,""
"503",2021,"20_21","68","L","INITIAL","N_892","011016D9FE","B_1712","11/20/2020","","",NA,"05/23/2021",143,7,7,11.5371428571429,0.0447140075266801,""
"504",2021,"20_21","69-1","L","INITIAL","N_893","01103FB8F2","B_1942","06/24/2021","01103FCB6A","B_1943","06/24/2021","05/22/2021",142,7,7,12.1842857142857,0.0399829596015204,""
"505",2021,"20_21","7","L","INITIAL","N_894","01103FADFF","B_1947","06/28/2021","01103FCD95","B_1945","06/27/2021","05/29/2021",149,6,6,11.8766666666667,0.0777399282438236,""
"506",2021,"20_21","70","L","INITIAL","N_896","01103F5F7B","B_1939","06/23/2021","01101729A4","B_1530","07/16/2020","05/17/2021",137,7,6,12.0066666666667,0.043439346803659,""
"507",2021,"20_21","72","L","INITIAL","N_897","0110170E08","B_1301","06/24/2019","011016D399","B_1926","06/17/2021","05/14/2021",134,8,7,11.5042857142857,0.055108016613168,""
"508",2021,"20_21","77","L","INITIAL","N_898","030001EFB7","B_1286","06/17/2019","0110172CF7","B_1508","06/22/2020","05/17/2021",137,7,7,11.9014285714286,0.0265813246853029,""
"509",2021,"20_21","79","L","INITIAL","N_899","01103FD19C","B_1935","06/22/2021","0700EE01A3","B_1137","12/20/2018","05/18/2021",138,8,7,11.9485714285714,0.0336660718623331,""
"510",2021,"20_21","80","L","INITIAL","N_901","011016D4FF","B_1922","11/20/2021","0700EDC2B6","B_1288","06/17/2019","05/12/2021",132,7,7,12.6328571428571,0.0637619814004518,""
"511",2021,"20_21","81","L","INITIAL","N_902","0700EDEEE9","B_1944","06/25/2021","01103FC7D3","B_1941","06/24/2021","05/22/2021",142,7,7,11.7771428571429,0.0704818299963369,""
"512",2021,"20_21","82","L","INITIAL","N_903","0700EE133E","B_1140","06/14/2018","01103FBDE8","B_1929","06/19/2021","05/17/2021",137,8,8,13.27625,0.0465485883229707,""
"513",2021,"20_21","84","L","INITIAL","N_904","0110179AD6","B_1497","12/20/2020","01103F9109","B_1930","06/19/2021","05/17/2021",137,7,7,12.0042857142857,0.0879564559129987,""
"514",2021,"20_21","87A","L","INITIAL","N_905","0110173676","B_1303","06/28/2019","0700ED94C9","B_949","06/29/2017","05/21/2021",141,7,6,12.5916666666667,0.104517208089961,""
"515",2021,"20_21","87B","L","INITIAL","N_906","0700EDAD20","B_938","06/22/2017","0700EDAA44","B_1293","06/19/2019","05/16/2021",136,8,7,13.3128571428571,0.0548251441281905,""
"516",2021,"20_21","89","L","INITIAL","N_907","0700EDBE2D","B_1174","06/20/2018","0700EDDFBD","B_1278","06/14/2019","05/22/2021",142,8,6,12.0983333333333,0.055799645486863,""
"517",2021,"20_21","90","L","INITIAL","N_909","011017283E","B_1495","12/20/2020","0700EDBD22","B_1159","06/20/2018","05/16/2021",136,8,8,12.42625,0.0372101953431069,""
"518",2021,"20_21","91","L","INITIAL","N_910","011016AC01","B_1946","06/27/2021","0110170E7A","B_1496","12/20/2020","05/25/2021",145,7,7,12.5114285714286,0.0422893965728647,""
"519",2021,"20_21","92","L","INITIAL","N_911","011016D578","B_1307","06/30/2019","0700EDB4A7","B_1148","06/16/2018","05/14/2021",134,9,9,12.4744444444444,0.0408523537797566,""
"520",2021,"20_21","94","L","INITIAL","N_912","01103FABE7","B_1966","06/29/2021","01103FC8A7","B_1954","07/01/2021","05/30/2021",150,8,7,11.6228571428571,0.0652632105652108,""
"521",2021,"20_21","97","L","INITIAL","N_913","01103F8543","B_1513","06/23/2020","01103F955A","B_1934","06/21/2021","05/22/2021",142,5,3,12.5566666666667,0.0197391148872007,""
"522",2022,"21_22","3","L","INITIAL","N_926","","",NA,"","",NA,"05/22/2022",142,9,NA,NA,NA,""
"523",2022,"21_22","6","L","INITIAL","N_927","","",NA,"","",NA,"05/26/2022",146,6,NA,NA,NA,""
"524",2022,"21_22","9","L","INITIAL","N_928","01103F734D","B_1921","06/11/2021","01101714C1","B_1011","09/06/2017","05/23/2022",143,7,7,13.04,0.0321872799312645,""
"525",2022,"21_22","12","L","INITIAL","N_929","0700ED9BF1","B_2146","06/26/2022","3B0018925D","B_2144","06/25/2022","05/26/2022",146,5,5,12.798,0.0419015108690389,""
"526",2022,"21_22","13","L","INITIAL","N_930","","",NA,"01103FC97D","B_1191","10/19/2018","05/10/2022",130,7,NA,NA,NA,""
"527",2022,"21_22","15","L","INITIAL","N_931","0700EE40A2","B_832","01/27/2017","030001B1E5","B_831","01/27/2017","05/19/2022",139,10,7,12.6183333333333,0.027632687154956,""
"528",2022,"21_22","16","L","INITIAL","N_932","0700EDF011","B_914","03/01/2017","0700EE4504","B_945","06/23/2017","05/20/2022",140,7,6,11.9583333333333,0.0438667185029602,""
"529",2022,"21_22","18","L","INITIAL","N_933","0700EE24E6","B_1782","07/05/1905","01103F58E2","B_1780","01/05/2021","05/30/2022",150,6,6,12.34,0.02221071962804,""
"530",2022,"21_22","20","L","INITIAL","N_934","01103FA9FE","B_1768","01/01/2021","01103F92D1","B_1932","06/21/2021","05/19/2022",139,8,7,12.35,0.0643983515984097,""
"531",2022,"21_22","22C","L","INITIAL","N_935","01103F619B","B_1305","06/30/2019","0700EDD1BA","B_2141","06/23/2022","05/28/2022",148,6,6,11.6616666666667,0.0615938815073261,""
"532",2022,"21_22","22D","L","INITIAL","N_936","011016E8B0","B_1928","06/19/2021","011017A3DC","B_1509","06/22/2020","05/22/2022",142,7,6,12.2133333333333,0.155067571209753,""
"533",2022,"21_22","22-1","L","INITIAL","N_937","","",NA,"","",NA,"05/21/2022",141,4,NA,12.604,0.0413352462131995,"watched initial nest for 3 weeks with no change; eventually cleaned box"
"534",2022,"21_22","22-4","L","INITIAL","N_939","0110170699","B_1489","06/09/2020","0700EE2790","B_1267","06/13/2019","05/20/2022",140,7,7,13.4171428571429,0.0354781350178546,""
"535",2022,"21_22","24","L","INITIAL","N_940","","",NA,"01103FCCE4","B_1936","06/22/2021","05/21/2022",141,NA,NA,NA,NA,"laid 3 eggs but never finished the clutch before it was predated"
"536",2022,"21_22","25-1","L","INITIAL","N_941","01103F5C91","B_1436","12/11/2019","","",NA,"05/24/2022",144,7,NA,NA,NA,""
"537",2022,"21_22","25-3","L","INITIAL","N_942","0700EDEA14","B_339","08/24/2015","01103F4033","B_1698","12/08/2020","05/20/2022",140,8,NA,NA,NA,""
"538",2022,"21_22","27A","L","INITIAL","N_944","","",NA,"01103FCCE4","B_1936","06/22/2021","05/31/2022",151,6,NA,NA,NA,""
"539",2022,"21_22","28","L","INITIAL","N_945","3B0018AB2B","B_2017","12/01/2021","3B0018D24F","B_2123","06/17/2022","05/19/2022",139,8,8,11.8175,0.10358467721493,""
"540",2022,"21_22","29-5","L","INITIAL","N_946","3B00189F14","B_2122","06/17/2022","01103F92E3","B_1994","09/06/2021","05/19/2022",139,7,7,12.2871428571429,0.0511409853768581,""
"541",2022,"21_22","29-8","L","INITIAL","N_947","01103F3B1F","B_1771","01/01/2021","3B001986A2","B_2124","06/21/2022","05/20/2022",140,8,6,13.805,0.0424480174229419,""
"542",2022,"21_22","30-5","L","INITIAL","N_948","011016F54E","B_1927","06/18/2021","3B0018ED14","B_2140","06/23/2022","05/24/2022",144,7,6,12.14,0.0660849896540915,""
"543",2022,"21_22","31","L","INITIAL","N_949","0700EDEB6F","B_1297","06/22/2019","01103FA1FC","B_2125","06/21/2022","05/23/2022",143,6,6,11.5683333333333,0.0761961791701163,""
"544",2022,"21_22","31A","L","INITIAL","N_950","01103F3B99","B_1699","12/08/2020","0700EE283A","B_1775","01/01/2021","05/18/2022",138,6,5,12.932,0.0383040799772963,""
"545",2022,"21_22","32-1A","L","INITIAL","N_951","0110179E0C","B_1750","12/28/2020","01103F4C23","B_1925","06/17/2021","05/18/2022",138,7,7,NA,NA,""
"546",2022,"21_22","32-2","L","INITIAL","N_952","0700EDA716","B_976","08/23/2017","","",NA,"05/19/2022",139,8,NA,NA,NA,""
"547",2022,"21_22","32-3","L","INITIAL","N_953","01103F3C18","B_2126","06/21/2022","01103FB25A","B_1933","06/21/2021","05/21/2022",141,7,6,12.9566666666667,0.0743301884770442,""
"548",2022,"21_22","34","L","INITIAL","N_954","0700EDD17A","B_456","10/21/2015","0700EDDAAB","B_1142","06/14/2018","05/19/2022",139,6,5,12.642,0.0501574038118252,""
"549",2022,"21_22","36-2","L","INITIAL","N_955","01103F4F2C","B_1839","02/08/2021","0700EE38B2","B_2148","06/26/2022","05/31/2022",151,5,5,12.774,0.0413558970304186,""
"550",2022,"21_22","36-3","L","INITIAL","N_956","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,""
"551",2022,"21_22","37-3","L","INITIAL","N_957","011017A471","B_1180","09/05/2018","01103FB600","B_1708","12/09/2020","05/19/2022",139,6,5,13.092,0.0418447976676143,""
"552",2022,"21_22","39","L","INITIAL","N_958","01103F414D","B_1703","12/08/2020","01103FB02B","B_1949","06/29/2021","05/26/2022",146,8,8,12.75875,0.0695329364416547,""
"553",2022,"21_22","39-2","L","INITIAL","N_959","01103FCB97","B_2127","06/21/2022","0700ED9109","B_800","12/28/2016","05/20/2022",140,8,8,12.63875,0.0463741731803536,""
"554",2022,"21_22","41-1","L","INITIAL","N_960","0700EE023F","B_1135","06/08/2018","0700EDF483","B_1271","06/14/2019","05/16/2022",136,6,4,13.0525,0.0478917186413329,""
"555",2022,"21_22","42","L","INITIAL","N_961","0700ED901C","B_983","08/23/2017","01103FACDB","B_2145","06/25/2022","05/12/2022",132,9,NA,NA,NA,""
"556",2022,"21_22","43-1","L","INITIAL","N_962","01103F3FC5","B_1554","09/02/2020","01101730D0","B_2128","06/21/2022","05/22/2022",142,7,7,11.2814285714286,0.174034662019291,""
"557",2022,"21_22","43-3","L","INITIAL","N_963","0300038FED","B_1283","06/15/2019","0700EE38F0","B_1154","06/18/2018","05/18/2022",138,7,7,12.2785714285714,0.0589122743636718,""
"558",2022,"21_22","45","L","INITIAL","N_964","011017367C","B_1338","08/26/2019","3B00184B2B","B_2120","06/16/2022","05/17/2022",137,6,5,11.912,0.0399591754060835,""
"559",2022,"21_22","47-1","L","INITIAL","N_965","0110171EE7","B_1491",NA,"0110172312","B_1249","03/24/2019","05/09/2022",129,8,8,12.045,0.0664990901385039,""
"560",2022,"21_22","49-1","L","INITIAL","N_966","01103FCDAC","B_2130","06/21/2022","01103FA0A7","B_1937","06/22/2021","05/22/2022",142,7,7,12.72,0.0268832675120171,""
"561",2022,"21_22","51-1","L","INITIAL","N_967","01103FCD9E","B_2134","06/22/2022","01103F6025","B_2129","06/21/2022","05/23/2022",143,6,5,11.568,0.0707517170812634,""
"562",2022,"21_22","55","L","INITIAL","N_968","0700EE37C1","B_1234","03/15/2019","3B0018BA80","B_1248","03/24/2019","05/19/2022",139,7,6,12.6333333333333,0.0988434311372084,""
"563",2022,"21_22","55-4","L","INITIAL","N_969","01101704CB","B_1549","09/02/2020","0700EE305D","B_1005","08/30/2017","05/25/2022",145,6,5,11.924,0.0365874090987284,""
"564",2022,"21_22","55-5","L","INITIAL","N_970","3B00193B2E","B_2037","01/10/2022","3B00193F2A","B_2121","06/16/2022","05/19/2022",139,6,6,11.3416666666667,0.0569868195195896,""
"565",2022,"21_22","55-6","L","INITIAL","N_971","01103FB260","B_1991","08/27/2021","0700EDC93F","B_1324","08/23/2019","05/21/2022",141,7,6,12.525,0.034142356905428,""
"566",2022,"21_22","57","L","INITIAL","N_972","01103F8B6F","B_2133","06/22/2022","01103FD278","B_2131","06/21/2022","05/22/2022",142,6,5,12.05,0.0699856220491552,""
"567",2022,"21_22","58-1","L","INITIAL","N_973","","",NA,"","",NA,"05/30/2022",150,4,NA,NA,NA,""
"568",2022,"21_22","58-2","L","INITIAL","N_974","0700EE266E","B_2135","06/22/2022","01103F3B3C","B_1706","12/08/2020","05/24/2022",144,6,5,10.762,0.0640147464663825,""
"569",2022,"21_22","58-3","L","INITIAL","N_975","","",NA,"01103F7DA7","B_1761","12/30/2020","05/22/2022",142,6,5,10.498,0.0423349420893658,"no male was ever recorded on the RFID; Carrie had a preliminary ID; we could test and confirm with DNA"
"570",2022,"21_22","60","L","INITIAL","N_976","3B00189F75","B_2021","01/02/2022","011016CA00","B_1885","02/21/2021","05/20/2022",140,7,6,12.0033333333333,0.0618802770266884,""
"571",2022,"21_22","64B","L","INITIAL","N_977","011016BEBF","B_1321","08/23/2019","0700EDD8BF","B_1295","06/21/2019","05/22/2022",142,7,7,12.2728571428571,0.0888160107558183,""
"572",2022,"21_22","67-2","L","INITIAL","N_978","01103F5F7B","B_1939","06/23/2021","0700ED8A32","B_2161","07/04/2022","06/04/2022",155,6,4,13.2375,0.0815452979377822,""
"573",2022,"21_22","67-4","L","INITIAL","N_979","3B00181410","B_1007",NA,"01103FAC10","B_1743","12/28/2020","05/22/2022",142,8,5,9.67,0.157450590259225,""
"574",2022,"21_22","69","L","INITIAL","N_980","3B0018D78F","B_1712","12/11/2020","0700EE0FDE","B_942","06/23/2017","05/19/2022",139,8,7,12.5614285714286,0.0348174394967613,""
"575",2022,"21_22","69-1","L","INITIAL","N_981","","",NA,"","",NA,"05/28/2022",148,NA,NA,NA,NA,""
"576",2022,"21_22","70","L","INITIAL","N_982","3B001816FB","B_2132","06/21/2022","01101729A4","B_1530","07/16/2020","05/20/2022",140,6,5,12.452,0.0561395241311262,""
"577",2022,"21_22","72","L","INITIAL","N_983","0110170E08","B_1301","06/24/2019","011016D399","B_1926","06/17/2021","05/18/2022",138,NA,NA,NA,NA,""
"578",2022,"21_22","77","L","INITIAL","N_985","","",NA,"","",NA,"05/18/2022",138,7,NA,NA,NA,""
"579",2022,"21_22","78","L","INITIAL","N_986","0700EDEEE9","B_1944","06/25/2021","0110172CF7","B_1508","06/22/2020","05/20/2022",140,7,NA,NA,NA,""
"580",2022,"21_22","80","L","INITIAL","N_987","011016D4FF","B_1922","06/11/2021","0700EDC2B6","B_1288","06/17/2019","05/10/2022",130,7,7,12.8785714285714,0.0496492903543332,""
"581",2022,"21_22","82","L","INITIAL","N_988","01103FD19C","B_1935","06/22/2021","0700EDD57D","B_1137","06/12/2018","05/18/2022",138,7,6,12.9966666666667,0.0424949109923533,""
"582",2022,"21_22","83","L","INITIAL","N_989","3B0018BCFD","B_2138","06/23/2022","3B00182557","B_2139","06/23/2022","05/25/2022",145,6,6,12.9983333333333,0.0713437057807947,""
"583",2022,"21_22","84","L","INITIAL","N_990","","",NA,"","",NA,"06/01/2022",152,5,NA,NA,NA,""
"584",2022,"21_22","86","L","INITIAL","N_991","0700EE165F","B_1294","06/19/2019","0700ED94C9","B_949","06/29/2017","05/27/2022",147,7,6,12.4233333333333,0.0595014850074325,""
"585",2022,"21_22","87B","L","INITIAL","N_992","0700EDAD20","B_938","06/22/2017","0700EDAA44","B_1293","06/19/2019","05/20/2022",140,8,6,11.5,0.0736783999300819,""
"586",2022,"21_22","89","L","INITIAL","N_993","0110171F65","B_2137","06/23/2022","0110170E7A","B_1496","06/12/2020","05/25/2022",145,7,6,12.2716666666667,0.219731151066169,""
"587",2022,"21_22","90A","L","INITIAL","N_994","0110179AD6","B_1497","06/12/2020","0700EDBD22","B_1159","06/20/2018","05/19/2022",139,7,5,12.434,0.0347812169948896,""
"588",2022,"21_22","92","L","INITIAL","N_995","0700EDBE2D","B_1174","07/20/2018","3B00187845","B_2143","06/24/2022","05/26/2022",146,8,6,12.4183333333333,0.0359345576903634,""
"589",2022,"21_22","95","L","INITIAL","N_996","01103F8543","B_1513","06/23/2020","01103F955A","B_1934","06/21/2021","05/22/2022",142,8,7,11.7814285714286,0.0456916628082549,""
"590",2022,"21_22","97","L","INITIAL","N_997","0700EE22ED","B_2136","06/23/2022","3B00186AB3","B_2142","06/24/2022","05/27/2022",147,7,NA,NA,NA,""
"591",2023,"22_23","4","L","INITIAL","N_1049","01103FCC28","B_2286","06/23/2023","0700EE12B6","B_2278","06/22/2023","05/23/2023",143,8,8,11.6375,0.0927770067899159,NA
"592",2023,"22_23","6","L","INITIAL","N_1050","","",NA,"","",NA,"06/10/2023",161,6,NA,NA,NA,NA
"593",2023,"22_23","7","L","INITIAL","N_1051","0700EDFB3B","B_2293","06/24/2023","01103FCD95","B_1945","06/27/2021","05/25/2023",145,8,7,12.4242857142857,0.0562585286908397,NA
"594",2023,"22_23","11","L","INITIAL","N_1052","01103F734D","B_1921","06/11/2021","01103F971A","B_2288","06/24/2023","05/27/2023",147,7,6,13.24,0.0309022243889408,NA
"595",2023,"22_23","12","L","INITIAL","N_1053","0700EDE3EC","B_2289","06/24/2023","01103F58E2","B_1780","01/05/2021","05/26/2023",146,7,5,10.768,0.0697541333782483,NA
"596",2023,"22_23","15","L","INITIAL","N_1054","0700EE40A2","B_832","01/27/2017","01101714C1","B_1011","09/06/2017","05/26/2023",146,7,7,12.2342857142857,0.0727767684807857,NA
"597",2023,"22_23","16","L","INITIAL","N_1055","0700ED9F4C","B_1316","08/16/2019","0700EE4504","B_945","06/23/2017","05/23/2023",143,8,8,11.28,0.075333002444734,NA
"598",2023,"22_23","22-1","L","INITIAL","N_1056","3B001863FF","B_2111","01/26/2022","01103FBD2E","B_2301","06/27/2023","05/28/2023",148,7,6,12.0433333333333,0.100282549760385,NA
"599",2023,"22_23","22-2","L","INITIAL","N_1057","0700EE2FD1","B_2272","06/20/2023","0700ED9EEA","B_2271","06/19/2023","05/22/2023",142,6,6,11.6933333333333,0.0736468775782038,NA
"600",2023,"22_23","22-4","L","INITIAL","N_1058","0110170699","B_1489","06/09/2020","01103F9270","B_2285","06/23/2023","05/24/2023",144,7,7,12.1714285714286,0.0456840723396108,NA
"601",2023,"22_23","22A","L","INITIAL","N_1059","01103FCAAD","B_1462","12/30/2019","011016A71C","B_2302","07/01/2023","06/02/2023",153,6,4,12.985,0.0513483501757502,NA
"602",2023,"22_23","22C","L","INITIAL","N_1060","011016E8B0","B_1928","06/19/2021","01103FE122","B_1509","06/22/2020","05/22/2023",142,7,6,11.4316666666667,0.122303538063248,NA
"603",2023,"22_23","29-5","L","INITIAL","N_1061","01103FC4E9","B_2287","06/24/2023","01103FACA4","B_2282","06/23/2023","05/26/2023",146,4,3,13.0133333333333,0.0329655018748467,NA
"604",2023,"22_23","29-8","L","INITIAL","N_1062","3B00189F14","B_2122","06/17/2022","01103F92E3","B_1994","09/06/2021","05/19/2023",139,8,6,12.7616666666667,0.0471837581644112,NA
"605",2023,"22_23","30-2","L","INITIAL","N_1063","0700EDCB6A","B_1130","04/13/2018","3B0018ED14","B_2140","06/23/2022","05/23/2023",143,6,NA,NA,NA,NA
"606",2023,"22_23","30-7","L","INITIAL","N_1064","0110179E0C","B_1750","12/28/2020","3B004D9ED7","B_2124","06/21/2022","05/22/2023",142,7,3,12.5566666666667,0.0411536512619247,NA
"607",2023,"22_23","31","L","INITIAL","N_1065","01103FA87F","B_2284","06/23/2023","01103F82A8","B_2125","06/21/2022","05/27/2023",147,6,6,12.2266666666667,0.053286073946307,NA
"608",2023,"22_23","31A","L","INITIAL","N_1066","0700EDEB6F","B_1297","06/22/2019","0700EE283A","B_1775","01/01/2021","05/21/2023",141,7,6,11.3483333333333,0.191301883921029,NA
"609",2023,"22_23","31C","L","INITIAL","N_1067","011016F54E","B_1927","06/18/2021","01103FA32F","B_2283","06/23/2023","05/25/2023",145,7,5,11.268,0.0460817765666589,NA
"610",2023,"22_23","32-1","L","INITIAL","N_1068","3B00184266","B_2273","06/20/2023","01103F4C23","B_1925","06/17/2021","05/21/2023",141,7,6,12.2,0.0528723470696607,NA
"611",2023,"22_23","32-2","L","INITIAL","N_1069","0700EDA716","B_976","08/23/2017","0700EDDAAB","B_1142","06/14/2018","05/22/2023",142,6,5,12.408,0.0561798535158664,NA
"612",2023,"22_23","32-3","L","INITIAL","N_1070","3B00187C71","B_2084","01/19/2022","01103FAD77","B_2277","06/22/2023","05/22/2023",142,8,8,11.42625,0.0834629618754408,NA
"613",2023,"22_23","36-1","L","INITIAL","N_1071","0700EE4554","B_1277","06/14/2019","01103FB603","B_2300","06/27/2023","05/27/2023",147,9,8,11.7425,0.126491449186917,NA
"614",2023,"22_23","37-2","L","INITIAL","N_1072","01103F414D","B_1703","12/08/2020","011016F62F","B_1708","12/09/2020","05/22/2023",142,7,7,12.7314285714286,0.0492869373761887,NA
"615",2023,"22_23","39-2","L","INITIAL","N_1074","011017367C","B_1338","08/26/2019","0700ED9109","B_800","12/28/2016","05/20/2023",140,8,6,12.22,0.0474744610996355,NA
"616",2023,"22_23","39-4","L","INITIAL","N_1075","01103F91FC","B_1739","12/28/2020","01101730D0","B_2128","06/21/2022","05/21/2023",141,7,7,10.9314285714286,0.114979791095023,NA
"617",2023,"22_23","41-1","L","INITIAL","N_1076","0700EDBF23","B_1135","06/08/2018","0700EDF483","B_1271","06/14/2019","05/20/2023",140,8,6,12.7383333333333,0.0917815172985245,NA
"618",2023,"22_23","45-1","L","INITIAL","N_1077","0700EE3967","B_2269","06/17/2023","3B00184B2B","B_2120","06/16/2022","05/18/2023",138,6,6,11.7166666666667,0.0405083348906817,NA
"619",2023,"22_23","47","L","INITIAL","N_1078","0700EDBA6F","B_2292","06/24/2023","01103FAF81","B_2281","06/23/2023","05/24/2023",144,7,7,9.64142857142857,0.0955256357055748,NA
"620",2023,"22_23","47-1","L","INITIAL","N_1079","030003C31D","B_2109","01/24/2022","O110172312","B_1249","03/24/2019","05/20/2023",140,7,7,11.6457142857143,0.073775078986934,NA
"621",2023,"22_23","48","L","INITIAL","N_1080","0700EDF362","B_2265","02/10/2023","01103FA0A7","B_1937","06/22/2021","05/24/2023",144,8,8,11.64875,0.0870619676969646,NA
"622",2023,"22_23","51","L","INITIAL","N_1081","01103FCD9E","B_2134","06/22/2022","","",NA,"05/25/2023",145,7,NA,NA,NA,NA
"623",2023,"22_23","55-1","L","INITIAL","N_1082","3B00193B2E","B_2037","01/10/2022","3B00193F2A","B_2121","06/16/2022","05/23/2023",143,7,6,12.4866666666667,0.0575204420319448,NA
"624",2023,"22_23","55-4","L","INITIAL","N_1083","01103FC8B0","B_2299","06/27/2023","01103F3B3C","B_1706","12/08/2020","05/29/2023",149,7,6,12.53,0.0344232677137734,NA
"625",2023,"22_23","58-3","L","INITIAL","N_1084","01103FA5FA","B_1610","11/04/2020","01103F7DA7","B_1761","12/30/2020","05/27/2023",147,6,4,12.3875,0.0229503434523988,NA
"626",2023,"22_23","59","L","INITIAL","N_1085","01103F8B6F","B_2133","06/22/2022","01103FD278","B_2131","06/21/2022","05/22/2023",142,7,7,13.3371428571429,0.0460751631332225,NA
"627",2023,"22_23","61-1","L","INITIAL","N_1086","01103FB260","B_1991","08/27/2021","011016CA00","B_1885","02/21/2021","05/23/2023",143,7,5,12.438,0.0251520994582834,NA
"628",2023,"22_23","64A","L","INITIAL","N_1087","0700EDCE26","B_2279","06/23/2023","0700EE196C","B_2276","06/22/2023","05/23/2023",143,6,6,11.58,0.0960096154862663,NA
"629",2023,"22_23","66","L","INITIAL","N_1088","01103F5F7B","B_1939","06/23/2021","01103FCB6A","B_1943","06/24/2021","05/25/2023",145,6,5,12.05,0.0290041196967657,NA
"630",2023,"22_23","67-2","L","INITIAL","N_1089","0700EE2C4F","B_1007","08/30/2017","01103FAC10","B_1743","12/28/2020","05/23/2023",143,8,NA,NA,NA,NA
